# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 11 07:04:14 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
9146,10397751,K02859.05,,CANDIDATE,CANDIDATE,0.8570,5.431036160,134.4171100,0,0.8160,2.46900,6.6800e+01,0.008369,0.64138,LS+MCMC,0.66,0.0532,85.32,873.0,137.10,10.80,5,214,3,q1_q17_dr25_tce,5374.00,4.555,0.7210,288.831360,47.551991,13.851
9147,8258103,K07590.01,,FALSE POSITIVE,FALSE POSITIVE,,0.594003994,132.0705900,0,0.4978,5.55700,2.5400e+01,0.004786,0.05184,MCMC,1.55,0.0174,59.59,4952.0,142174.84,51.10,1,2249,1,q1_q17_dr24_tce,8596.00,3.793,2.9680,299.202390,44.141750,11.548
9148,8297319,K07591.01,,CANDIDATE,CANDIDATE,,328.322110000,144.0773000,0,0.1169,13.53000,3.9900e+02,0.017786,1.15674,MCMC,1.30,0.8367,89.95,193.0,0.33,8.20,1,3,1,q1_q17_dr24_tce,4906.00,4.648,0.6680,290.906950,44.291779,14.937
9149,8423344,K07592.01,,CANDIDATE,CANDIDATE,,381.979770000,163.1805000,0,0.2178,15.70000,9.0000e+02,0.027038,0.84106,MCMC,1.55,0.8367,89.95,132.0,0.07,10.40,1,3,1,q1_q17_dr24_tce,3761.00,4.724,0.5260,288.968230,44.448341,15.494
9150,8444868,K07593.01,,CANDIDATE,CANDIDATE,,67.412998000,196.1263000,0,0.5109,9.10000,1.2610e+02,0.010613,0.50112,MCMC,1.57,0.3440,89.38,572.0,25.32,6.20,1,6,4,q1_q17_dr24_tce,6525.00,4.248,1.3590,296.702240,44.449451,13.667
9151,8579684,K07594.01,,FALSE POSITIVE,FALSE POSITIVE,,2.088027990,132.0847500,0,0.9865,24.01700,7.0800e+01,0.010598,0.00448,MCMC,1.93,0.0352,12.61,2003.0,3806.17,60.50,1,647,1,q1_q17_dr24_tce,6593.00,4.117,1.6700,298.200160,44.608501,12.579
9152,8649876,K07595.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.421278800,140.6517000,0,1.1510,28.48320,1.4800e+02,0.163018,0.00033,LS+MCMC,36.90,0.1011,21.47,1235.0,549.92,31.00,1,132,1,q1_q17_dr25_tce,6183.00,3.908,2.0730,299.537480,44.711510,12.556
9153,8682094,K07596.01,,CANDIDATE,CANDIDATE,,359.824991300,284.5268595,,,5.22000,,,,none,,,,,,,1,3,1,q1_q17_dr24_tce,,,,289.015500,44.882050,15.733
9154,8846809,K07597.01,,FALSE POSITIVE,FALSE POSITIVE,,0.778705577,131.6444800,0,1.1716,6.44500,5.4500e+01,0.177207,0.05032,MCMC,59.33,0.0205,2.29,4233.0,75864.33,104.90,1,1712,1,q1_q17_dr24_tce,7846.00,3.743,3.0660,300.633030,45.076660,10.152
9155,8868686,K07598.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.447091070,133.9044000,0,0.9880,16.79000,4.0500e+01,0.008132,0.00119,LS+MCMC,0.96,0.0523,23.34,1228.0,537.35,22.60,1,308,1,q1_q17_dr25_tce,6137.00,4.357,1.0760,284.416470,45.138889,13.510
9156,9025662,K07599.01,,FALSE POSITIVE,FALSE POSITIVE,,293.706960000,350.5928000,0,63.9417,11.03000,1.5750e+03,62.968838,12.45228,MCMC,6140.44,0.8467,80.21,274.0,1.34,11.20,1,3,1,q1_q17_dr24_tce,6054.00,4.508,0.8930,293.168790,45.387730,15.510
9157,8572936,K02459.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,27.795762425,136.1798770,0,0.4830,15.50560,4.2033e+05,0.660330,0.25290,LS+MCMC,81.48,0.1793,88.73,655.0,43.51,1969.50,1,0,1,q1_q17_dr25_tce,5915.00,4.329,1.1300,296.435820,44.641560,14.875
9158,9837578,K02937.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,20.733748565,132.8465918,0,0.4790,6.28773,4.1734e+05,0.656218,2.80648,LS+MCMC,69.80,0.1371,89.31,661.0,45.06,2236.70,1,0,1,q1_q17_dr25_tce,5620.00,4.363,0.9740,294.496980,46.689758,15.726
9159,7821010,K02938.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,24.238241803,136.6165689,0,0.4260,4.16665,4.6196e+05,0.686399,12.28147,LS+MCMC,102.31,0.1759,89.66,793.0,93.68,1126.40,1,0,1,q1_q17_dr25_tce,6457.00,4.259,1.3650,291.319850,43.595470,10.816
9160,5473556,K02939.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,11.258825027,134.7384085,0,0.8050,8.95920,1.9628e+05,0.545292,0.30649,LS+MCMC,87.18,0.0943,86.37,1080.0,322.25,6395.70,1,120,1,q1_q17_dr25_tce,6217.00,4.052,1.4640,298.150090,40.656170,13.545
9161,6504534,K03152.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,28.162612575,143.7174718,0,0.9520,3.19576,3.7750e+04,0.283033,4.62644,LS+MCMC,23.52,0.1634,89.06,470.0,11.52,912.70,1,36,1,q1_q17_dr25_tce,4936.00,4.540,0.7610,285.167110,41.967079,14.216
9162,6307062,K03153.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,75.378956896,167.1066034,0,0.2730,7.70352,5.3918e+05,0.697893,6.54474,LS+MCMC,58.76,0.3317,89.87,365.0,4.17,1886.60,1,0,1,q1_q17_dr25_tce,5420.00,4.596,0.7710,297.629120,41.641510,14.863
9163,5652983,K00371.02,,FALSE POSITIVE,FALSE POSITIVE,,9.058466200,133.2317000,0,0.1540,6.37600,6.1800e+01,0.007027,0.29182,MCMC,2.46,0.0983,89.38,1310.0,695.41,17.90,2,151,2,q1_q17_dr24_tce,5198.00,3.614,3.2070,299.676150,40.856491,12.193
9164,9092897,K07600.01,,FALSE POSITIVE,FALSE POSITIVE,,3.916915500,132.2130377,,,2.11000,,,,none,,,,,,,1,343,1,q1_q17_dr24_tce,,,,293.343080,45.444969,12.940
9165,9246715,K07601.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,342.553157230,337.5167220,0,0.7970,73.80680,1.9289e+05,0.535184,0.01625,LS+MCMC,830.99,1.1975,89.02,738.0,70.22,8248.40,1,9,1,q1_q17_dr25_tce,4857.00,2.422,14.2190,300.951350,45.604118,9.266
9166,9292130,K07602.01,,FALSE POSITIVE,FALSE POSITIVE,,362.747593000,368.2357000,0,0.3185,16.45000,1.3240e+02,0.010655,0.60637,MCMC,2.51,1.0887,89.95,384.0,5.13,13.00,1,3,1,q1_q17_dr24_tce,6176.00,3.885,2.1600,296.069370,45.703098,10.662
9167,9541144,K07603.01,,FALSE POSITIVE,FALSE POSITIVE,,0.536650344,131.7073000,0,0.7718,2.87800,2.5800e+01,0.005103,0.13171,MCMC,1.57,0.0145,52.14,3380.0,30860.16,7.00,1,1988,1,q1_q17_dr24_tce,5490.00,3.681,2.8250,297.286650,46.139839,13.921
9168,8677057,K07903.01,,CANDIDATE,CANDIDATE,0.9670,0.694611128,131.9324400,0,0.1760,1.11500,9.8800e+01,0.008866,4.24022,LS+MCMC,0.64,0.0137,87.88,1415.0,945.45,9.30,1,1922,1,q1_q17_dr25_tce,4612.00,4.646,0.6620,286.310520,44.838188,15.700
9169,8702537,K07905.01,,CANDIDATE,CANDIDATE,0.9240,7.475184100,137.1908000,0,0.3090,5.16600,2.8100e+01,0.004866,0.40183,LS+MCMC,0.85,0.0721,88.33,1168.0,439.51,9.20,1,178,1,q1_q17_dr25_tce,5616.00,3.980,1.6020,296.547700,44.898041,13.075
9170,8757213,K07911.01,,FALSE POSITIVE,FALSE POSITIVE,0.0780,328.048500000,301.5126000,0,0.3290,13.75000,3.9800e+02,0.018484,0.95432,LS+MCMC,2.22,0.9857,89.89,292.0,1.72,6.90,1,4,1,q1_q17_dr25_tce,6268.00,4.429,1.1000,293.270900,44.919102,15.619
9171,8880003,K07914.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.721287520,132.5489000,0,0.4490,2.36600,5.8500e+01,0.007136,0.82712,LS+MCMC,0.65,0.0274,84.91,1415.0,944.49,7.70,1,763,2,q1_q17_dr25_tce,5813.00,4.561,0.8330,289.777440,45.153191,15.178
9172,8953296,K07916.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.784294574,132.2265109,0,0.7640,4.18831,2.1253e+05,0.549168,0.34075,LS+MCMC,87.26,0.0174,69.96,2651.0,11702.60,1751.10,1,1713,1,q1_q17_dr25_tce,6576.00,4.171,1.4550,291.938690,45.222198,13.901
9173,8749844,K07909.01,,FALSE POSITIVE,FALSE POSITIVE,0.2310,361.510990000,249.7333000,0,0.4430,4.86800,2.3590e+02,0.014603,20.09057,LS+MCMC,6.85,1.4011,89.95,733.0,68.36,9.30,1,4,1,q1_q17_dr25_tce,9492.00,3.619,4.2980,290.407930,44.963940,12.973
9174,8962007,K07917.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,1.414358610,132.6983800,0,0.1890,2.28500,5.6800e+01,0.006824,0.99172,LS+MCMC,0.74,0.0233,87.70,1578.0,1458.20,9.50,1,946,1,q1_q17_dr25_tce,5470.00,4.366,0.9940,294.948730,45.210251,14.842
9175,8703491,K07906.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.616343903,132.0865080,0,0.0420,0.76560,1.6140e+02,0.011757,12.12759,LS+MCMC,1.72,0.0151,89.62,2513.0,9411.28,77.80,1,2169,1,q1_q17_dr25_tce,6045.00,4.264,1.3400,296.819820,44.869434,12.190
9176,9043947,K07920.01,,CANDIDATE,CANDIDATE,0.8690,1.043478580,131.8424000,0,0.4970,2.01200,2.2500e+01,0.004461,0.76449,LS+MCMC,1.09,0.0219,81.91,2688.0,12313.82,8.60,1,1278,1,q1_q17_dr25_tce,6014.00,3.843,2.2460,298.252040,45.396641,13.292
9177,9079587,K07921.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,364.339290000,183.3173000,0,0.9340,13.48600,1.9440e+03,0.050387,0.13917,LS+MCMC,4.40,0.9432,89.46,228.0,0.64,15.90,1,3,1,q1_q17_dr25_tce,5606.00,4.557,0.8000,287.715420,45.436329,15.616
9178,8703506,K07907.01,,FALSE POSITIVE,FALSE POSITIVE,0.0190,352.710091000,251.1931000,0,0.3290,2.90100,1.6580e+03,0.037835,116.17101,LS+MCMC,3.75,0.9710,89.98,261.0,1.09,9.60,1,3,1,q1_q17_dr25_tce,6112.00,4.513,0.9080,296.823610,44.855309,15.672
9179,8590776,K07900.01,,FALSE POSITIVE,FALSE POSITIVE,0.0340,33.893817700,135.3496000,0,0.3320,2.01200,2.0510e+02,0.013228,30.78819,LS+MCMC,1.22,0.2009,89.85,527.0,18.27,6.80,1,40,1,q1_q17_dr25_tce,5818.00,4.554,0.8480,301.165560,44.664108,14.517
9180,8761550,K07912.01,,FALSE POSITIVE,FALSE POSITIVE,0.0100,224.591055000,208.7904000,0,0.7680,3.23200,1.2520e+02,0.011205,15.94546,LS+MCMC,2.17,0.7521,89.87,392.0,5.56,8.20,1,7,2,q1_q17_dr25_tce,5786.00,3.992,1.7710,294.866390,44.980991,12.238
9181,8686761,K07904.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,374.939990980,137.9851608,0,0.6400,17.08490,2.3510e+02,0.014694,0.30940,LS,4.67,1.1289,89.72,381.0,4.99,8.40,1,4,1,q1_q17_dr25_tce,5382.00,3.645,2.9090,290.877350,44.861591,13.917
9182,8873450,K07913.01,Kepler-1975 b,CONFIRMED,CANDIDATE,0.0000,24.278380100,154.5132500,0,0.7170,4.56400,7.1440e+02,0.026305,0.85280,LS+MCMC,2.03,0.1456,88.62,432.0,8.27,13.60,1,54,6,q1_q17_dr25_tce,4450.00,4.583,0.7070,286.748570,45.158741,14.164
9183,8880317,K07915.01,,CANDIDATE,CANDIDATE,0.3240,382.589100000,372.8314000,0,0.0420,11.70000,2.9820e+02,0.015918,2.10941,LS+MCMC,2.15,1.0393,89.99,305.0,2.05,10.50,1,4,1,q1_q17_dr25_tce,6337.00,4.261,1.2390,289.921970,45.103920,13.678
9184,8750503,K07910.01,,FALSE POSITIVE,FALSE POSITIVE,0.0740,11.928319400,142.1270000,0,0.0520,6.69000,1.8250e+02,0.012010,0.34785,LS+MCMC,0.98,0.0916,89.78,632.0,37.80,10.60,1,113,1,q1_q17_dr25_tce,5010.00,4.545,0.7500,290.645450,44.904202,15.577
9185,8639155,K07902.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.603351522,131.9890200,0,0.4600,0.83580,1.6410e+02,0.012153,6.58078,LS+MCMC,3.91,0.0161,84.75,3730.0,45493.51,20.60,1,2214,1,q1_q17_dr25_tce,6240.00,3.679,2.9480,296.788020,44.769600,12.959
9186,9021047,K07919.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,31.972800450,261.7671300,0,0.9350,4.90000,2.2364e+03,0.053350,0.26268,LS+MCMC,5.88,0.2015,87.79,626.0,36.33,44.80,1,3,1,q1_q17_dr25_tce,6340.00,4.457,1.0100,291.495450,45.378941,15.248
9187,8587439,K07899.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,8.391400240,139.0286400,0,0.3420,1.19300,1.3440e+02,0.010799,35.92479,LS+MCMC,1.10,0.0745,89.62,921.0,169.89,9.20,1,159,1,q1_q17_dr25_tce,5892.00,4.389,0.9350,300.185030,44.635578,14.130
9188,8712863,K07908.01,,FALSE POSITIVE,FALSE POSITIVE,0.1680,0.532493086,131.9024400,0,0.5580,2.14500,1.9900e+01,0.004251,0.35818,LS+MCMC,1.87,0.0156,71.43,4893.0,135046.96,8.90,1,2512,1,q1_q17_dr25_tce,6894.00,3.476,4.0320,299.250920,44.856091,11.238
9189,9079915,K07922.01,,FALSE POSITIVE,FALSE POSITIVE,0.0070,0.812678859,132.2081700,0,0.6640,0.84100,3.9300e+01,0.006146,5.13361,LS+MCMC,0.83,0.0183,83.24,2403.0,7917.14,7.40,1,1638,1,q1_q17_dr25_tce,6636.00,4.349,1.2360,287.899350,45.417488,13.513
9190,10208894,K08199.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,183.836254000,149.3728000,0,0.9560,13.08800,1.0462e+03,0.039532,0.04751,LS+MCMC,51.64,0.7889,88.75,852.0,124.46,15.70,1,4,1,q1_q17_dr25_tce,4959.00,2.569,11.9630,292.322330,47.255112,13.993
9191,10214873,K08200.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.959695593,135.2739557,0,0.6260,1.83830,1.5120e+02,0.011755,4.07631,LS,1.13,0.0640,88.18,937.0,182.40,4.70,1,223,1,q1_q17_dr25_tce,5717.00,4.538,0.8840,294.561310,47.298092,14.331
9192,10253977,K08201.01,,CANDIDATE,CANDIDATE,0.2160,392.601892000,496.9922000,0,0.7130,3.21000,7.7900e+02,0.027389,40.51088,LS+MCMC,2.25,0.9879,89.94,204.0,0.41,7.80,1,3,1,q1_q17_dr25_tce,5307.00,4.605,0.7530,281.870150,47.394989,14.382
9193,10268714,K08202.01,,FALSE POSITIVE,FALSE POSITIVE,0.1410,452.652060000,495.3170000,0,0.6460,19.87000,1.7510e+02,0.012781,0.23102,LS+MCMC,2.41,1.2591,89.73,345.0,3.33,17.00,1,3,1,q1_q17_dr25_tce,6664.00,4.075,1.7300,289.640590,47.346439,12.568
9194,10281311,K08203.01,,FALSE POSITIVE,FALSE POSITIVE,0.0370,234.663191860,166.0293811,0,0.0290,7.62700,2.4350e+02,0.014339,4.65000,LS,1.68,0.7751,89.99,328.0,2.73,5.00,1,4,2,q1_q17_dr25_tce,6306.00,4.426,1.0760,294.644930,47.338921,14.790
9195,10341876,K08204.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,351.204993000,184.9276000,0,0.7770,22.41400,1.2579e+03,0.035588,0.08437,LS+MCMC,3.57,0.9186,89.46,258.0,1.04,21.30,1,5,1,q1_q17_dr25_tce,5845.00,4.435,0.9180,292.759280,47.430401,15.506
9196,10351947,K08205.01,,CANDIDATE,CANDIDATE,0.3250,260.446151000,235.4690000,0,0.8960,9.31400,7.1390e+02,0.029827,0.35528,LS+MCMC,25.39,0.9622,89.53,608.0,32.37,16.80,1,5,1,q1_q17_dr25_tce,4845.00,2.897,7.7960,296.382780,47.409592,12.766
9197,10160922,K07990.01,,CANDIDATE,CANDIDATE,0.7890,87.487573000,154.5163000,0,0.1270,5.88100,5.2870e+02,0.020983,3.77171,LS+MCMC,1.87,0.3727,89.94,377.0,4.79,8.40,1,10,1,q1_q17_dr25_tce,5774.00,4.567,0.8180,298.315860,47.105091,15.626
9198,10198225,K07991.01,,CANDIDATE,CANDIDATE,0.9890,11.945137600,142.3107000,0,0.4430,6.89300,6.3300e+01,0.007296,0.22885,LS+MCMC,3.32,0.1176,87.88,1337.0,755.16,12.40,1,115,1,q1_q17_dr25_tce,5094.00,3.380,4.1630,287.551820,47.244862,12.609
9199,10214341,K07992.01,,CANDIDATE,CANDIDATE,0.1260,277.133670000,400.4719000,0,0.6620,9.67000,3.2120e+02,0.017367,1.18821,LS+MCMC,1.84,0.8391,89.78,307.0,2.09,8.70,1,4,1,q1_q17_dr25_tce,6461.00,4.474,0.9710,294.382540,47.205769,14.635
9200,10219288,K07993.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.381607000,132.9265600,0,0.0880,7.62700,4.4060e+02,0.018065,0.07014,LS+MCMC,117.25,0.0501,88.55,6037.0,314164.85,16.60,1,10,1,q1_q17_dr25_tce,3974.00,1.056,59.4370,296.081360,47.275814,12.798
9201,10226343,K07994.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.660655454,131.6909000,0,1.0980,7.11100,5.6690e+02,0.126701,0.06197,LS+MCMC,16.81,0.0161,12.91,2497.0,9210.84,77.70,1,1571,1,q1_q17_dr25_tce,6520.00,4.375,1.2150,298.137850,47.258560,15.666
9202,10263598,K07995.01,,FALSE POSITIVE,FALSE POSITIVE,0.0880,145.750554000,199.6247000,0,0.0170,13.99900,3.8560e+02,0.017482,0.47187,LS+MCMC,15.34,0.7256,89.99,748.0,74.07,17.00,1,10,1,q1_q17_dr25_tce,5096.00,3.007,8.0380,287.093630,47.371300,13.192
9203,10266860,K07996.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.178139540,132.0297200,0,0.0540,2.06300,2.8600e+01,0.004946,2.13030,LS+MCMC,1.00,0.0355,89.62,2073.0,4372.75,9.70,1,616,1,q1_q17_dr25_tce,6511.00,4.003,1.8510,288.781620,47.397350,13.422
9204,4763020,K08097.01,,FALSE POSITIVE,FALSE POSITIVE,0.0170,384.097810000,418.6723000,0,0.0160,12.55000,1.0010e+02,0.009146,1.68329,LS+MCMC,1.63,1.0068,90.00,330.0,2.80,8.70,1,3,1,q1_q17_dr25_tce,5884.00,3.979,1.6280,295.940160,39.849072,12.578
9205,5128966,K08098.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.505322676,131.5427320,0,1.0360,5.27270,7.7349e+04,0.461721,0.23888,LS,46.59,0.0123,45.47,2275.0,6291.87,384.60,1,2238,1,q1_q17_dr25_tce,5941.00,4.490,0.9240,298.895630,40.289490,14.457
9206,5288744,K08099.01,,FALSE POSITIVE,FALSE POSITIVE,0.0570,333.716340480,336.7917544,0,0.0930,4.82360,4.2020e+02,0.018814,26.18914,LS,3.53,0.9339,89.99,362.0,4.05,3.10,1,3,1,q1_q17_dr25_tce,6045.00,3.956,1.7190,295.538850,40.409279,13.435
9207,5305225,K08100.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,322.507410000,350.3646000,0,0.9120,20.68800,3.4950e+02,0.020725,0.02942,LS+MCMC,2.11,0.8977,89.04,257.0,1.03,13.70,1,3,1,q1_q17_dr25_tce,5708.00,4.465,0.9330,298.893590,40.437752,14.013
9208,5598216,K08101.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,373.871600000,186.6688000,0,0.2460,16.78000,3.8270e+02,0.017978,0.64321,LS+MCMC,2.19,0.9523,89.92,279.0,1.44,10.30,1,4,2,q1_q17_dr25_tce,5846.00,4.258,1.1160,283.568660,40.865761,13.683
9209,5637036,K08102.01,,FALSE POSITIVE,FALSE POSITIVE,0.1570,171.046664000,293.0263700,0,0.3870,2.43800,7.3100e+02,0.024557,84.90070,LS+MCMC,32.31,0.8335,89.96,827.0,110.64,9.80,1,4,1,q1_q17_dr25_tce,4932.00,2.697,12.0480,296.423370,40.892471,12.769
9210,5647008,K08103.01,,FALSE POSITIVE,FALSE POSITIVE,0.4930,0.799868354,131.9972090,0,1.2740,6.61300,4.9288e+03,0.360320,0.07832,LS+MCMC,34.70,0.0161,22.91,1816.0,2581.61,251.40,1,1670,1,q1_q17_dr25_tce,5568.00,4.488,0.8820,298.526790,40.858391,14.335
9211,10385708,K08206.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,345.767100000,320.3812000,0,0.3910,15.38000,2.1270e+02,0.013475,0.65563,LS+MCMC,2.50,1.0008,89.86,336.0,3.02,12.30,1,4,4,q1_q17_dr25_tce,5845.00,4.024,1.7020,282.211880,47.577000,11.153
9212,10404545,K08207.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,350.341140000,184.8100000,0,0.0100,16.97000,1.3638e+03,0.033137,0.66667,LS+MCMC,2.50,0.8887,90.00,202.0,0.39,16.40,1,4,1,q1_q17_dr25_tce,5188.00,4.642,0.6900,291.754970,47.549332,15.901
9213,10425070,K08208.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,363.971650000,198.9835000,0,1.3940,5.70200,1.9660e+03,0.440765,0.79783,LS+MCMC,40.48,0.9760,89.55,231.0,0.68,8.50,2,3,3,q1_q17_dr25_tce,5648.00,4.559,0.8410,298.688320,47.513821,14.977
9214,10425070,K08208.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,395.237530000,186.5360000,0,0.6290,18.49400,1.2980e+03,0.034486,0.29159,LS+MCMC,3.17,1.0311,89.73,225.0,0.61,13.40,2,3,4,q1_q17_dr25_tce,5648.00,4.559,0.8410,298.688320,47.513821,14.977
9215,10461045,K08209.01,,FALSE POSITIVE,FALSE POSITIVE,0.0880,385.972410000,315.6247000,0,0.4440,12.16700,1.6200e+02,0.011971,1.35983,LS+MCMC,1.72,1.0967,89.88,325.0,2.65,10.80,1,3,1,q1_q17_dr25_tce,6732.00,4.271,1.3160,287.822390,47.690208,13.161
9216,10493253,K08210.01,,FALSE POSITIVE,FALSE POSITIVE,0.1680,89.667675000,183.0360000,0,0.3240,3.72600,1.4150e+03,0.033880,13.83588,LS+MCMC,78.77,0.5005,89.90,1364.0,818.91,7.00,1,3,1,q1_q17_dr25_tce,4742.00,2.099,21.2910,299.405090,47.620991,12.393
9217,10515564,K08211.01,,CANDIDATE,CANDIDATE,0.2660,5.048745100,134.6825000,0,0.1330,4.00700,6.7600e+01,0.007408,0.66294,LS+MCMC,0.67,0.0565,89.21,922.0,170.39,7.70,1,257,1,q1_q17_dr25_tce,5450.00,4.573,0.8300,282.050780,47.743992,14.811
9218,10321927,K07997.01,,FALSE POSITIVE,FALSE POSITIVE,0.1030,321.020940000,179.7137000,0,0.2950,7.51000,5.9290e+02,0.022141,6.00200,LS+MCMC,1.96,0.8315,89.95,232.0,0.69,8.50,1,4,1,q1_q17_dr25_tce,5334.00,4.492,0.8100,283.175750,47.401718,15.238
9219,10321972,K07998.01,,CANDIDATE,CANDIDATE,0.6920,122.115550000,228.3800000,0,0.2300,16.07000,1.1040e+03,0.030306,0.25120,LS+MCMC,2.96,0.4405,89.77,351.0,3.60,12.20,1,3,1,q1_q17_dr25_tce,5592.00,4.418,0.8940,283.204800,47.478271,15.546
9220,10322797,K07999.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.213742728,131.7412300,0,0.6270,3.59600,3.1700e+01,0.005421,0.13121,LS+MCMC,1.18,0.0244,73.19,2599.0,10804.60,20.30,1,1104,1,q1_q17_dr25_tce,6532.00,3.961,1.9870,283.664280,47.400970,13.203
9221,10331279,K08000.01,,CANDIDATE,CANDIDATE,0.9750,225.488050000,224.2023000,0,0.8170,19.46000,3.7990e+02,0.019945,0.05872,LS+MCMC,1.70,0.6861,89.13,267.0,1.20,11.60,1,7,1,q1_q17_dr25_tce,5663.00,4.579,0.7820,288.274570,47.495781,15.306
9222,10338529,K08002.01,,FALSE POSITIVE,FALSE POSITIVE,0.0870,366.748660000,308.3136000,0,0.6630,12.44600,4.1910e+02,0.019807,0.74517,LS+MCMC,2.35,1.0052,89.78,281.0,1.48,9.10,1,4,1,q1_q17_dr25_tce,6136.00,4.368,1.0870,291.468380,47.467400,15.216
9223,10340212,K08003.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.933748940,131.5260000,0,0.4570,4.63700,2.2620e+02,0.014217,0.08306,LS+MCMC,0.18,0.0085,73.02,433.0,8.36,9.30,1,1409,1,q1_q17_dr25_tce,2661.00,5.283,0.1160,292.111150,47.452293,13.810
9224,10383729,K08004.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.734548624,132.1682600,0,0.7470,2.20700,5.8600e+01,0.007602,0.24707,LS+MCMC,0.84,0.0165,67.08,2082.0,4454.22,25.10,1,1823,1,q1_q17_dr25_tce,6046.00,4.478,1.0070,280.901790,47.526241,13.594
9225,5709226,K08104.01,,FALSE POSITIVE,FALSE POSITIVE,0.0500,317.994840000,393.0306000,0,0.4050,7.28000,7.1900e+02,0.024768,5.80986,LS+MCMC,2.22,0.8831,89.93,241.0,0.79,8.40,1,4,1,q1_q17_dr25_tce,5665.00,4.568,0.8200,292.968350,40.954239,15.181
